Nose_x,Nose_y,Neck_x,Neck_y,RShoulder_x,RShoulder_y,RElbow_x,RElbow_y,RWrist_x,RWist_y,LShoulder_x,LShoulder_y,LElbow_x,LElbow_y,LWrist_x,LWrist_y,MidHip_x,MidHip_y,RHip_x,RHip_y,RKnee_x,RKnee_y,RAnkle_x,RAnkle_y,LHip_x,LHip_y,LKnee_x,LKnee_y,LAnkle_x,LAnkle_y,REye_x,REye_y,LEye_x,LEye_y,REar_x,REar_y,LEar_x,LEar_y,LBigToe_x,LBigToe_y,LSmallToe_x,LSmallToe_y,LHeel_x,LHeel_y,RBigToe_x,RBigToe_y,RSmallToe_x,RSmallToe_y,RHeel_x,RHeel_y,category
0,0,436.514,669.421,516.132,669.447,507.384,760.713,0,0,360.008,669.379,333.436,790.265,318.623,875.63,430.657,855.056,480.664,855.037,454.176,943.388,430.728,1043.62,383.508,857.875,386.399,952.175,386.53,1046.47,0,0,0,0,510.22,598.694,407.1,569.157,386.351,1046.61,380.609,1049.5,389.478,1049.41,412.918,1049.4,430.625,1049.47,430.643,1049.45,bowing
0,0,38.883,548.459,141.933,577.938,177.453,784.216,153.692,819.65,7.81618,524.924,0,0,0,0,7.78699,810.808,77.1263,828.486,171.304,860.977,130.131,961.098,0,0,0,0,0,0,0,0,0,0,136.029,454.245,0,0,0,0,0,0,0,0,192.023,928.625,186.107,940.489,127.193,984.645,bowing
218.519,212.692,318.697,389.522,357.051,362.914,0,0,0,0,283.378,421.907,251.005,619.233,215.611,787.148,324.604,666.449,356.99,648.803,342.18,843.189,342.333,978.743,301.056,681.159,309.923,863.863,339.189,1023.07,0,0,236.277,194.926,0,0,309.837,242.135,259.855,1022.89,265.672,1028.91,348.22,1034.79,274.515,969.863,286.275,961.13,362.991,990.573,bowing
0,0,321.656,486.749,445.411,504.416,454.171,695.939,433.604,822.657,200.906,480.692,174.31,693.025,186.109,810.856,292.225,804.889,359.95,810.781,336.432,972.884,315.892,1076.12,227.348,799.014,250.931,955.134,271.614,1076.1,0,0,0,0,404.153,321.664,242.129,306.93,0,0,0,0,271.722,1076.12,0,0,0,0,0,0,bowing
0,0,171.363,598.579,274.518,548.512,315.883,651.757,0,0,59.5144,648.692,109.593,737.123,0,0,274.494,816.734,324.595,790.244,365.79,896.293,412.906,999.453,224.41,849.113,301.01,928.648,365.918,1028.84,0,0,0,0,168.396,433.686,56.5379,516.155,380.602,1037.69,362.93,1043.58,383.509,1043.49,386.507,981.682,392.396,978.793,416.047,1017.04,bowing
0,0,183.15,625.176,277.539,592.793,339.28,728.271,0,0,88.9386,666.466,133.147,790.228,0,0,301.038,916.854,371.737,884.55,354.086,804.913,407.064,984.715,242.13,952.188,283.411,969.941,321.675,1005.4,0,0,0,0,206.813,533.81,106.637,572.11,380.533,1046.64,365.846,1037.73,354.102,1019.98,0,0,0,0,410.136,1002.38,bowing
0,0,41.7233,533.928,141.955,575.073,180.311,787.221,0,0,7.81699,510.248,0,0,0,0,7.79153,813.8,82.9596,831.441,124.299,787.261,127.179,952.297,0,0,0,0,0,0,0,0,0,0,153.711,445.421,38.8775,386.436,0,0,0,0,0,0,192.057,925.706,183.186,934.635,121.276,978.767,bowing
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.81,707.721,195.026,687.022,150.771,858.036,144.9,996.422,124.297,731.209,100.616,872.639,109.496,1022.86,0,0,0,0,0,0,0,0,59.3312,1002.37,59.3196,1014.15,127.1,1031.86,83.0728,975.867,91.8163,975.756,153.626,1005.4,bowing
0,0,309.859,669.439,395.386,631.026,0,0,0,0,221.369,710.639,248.053,866.78,315.696,931.708,407.141,946.398,463.13,931.663,386.508,1049.38,0,0,345.303,964.049,318.885,1076.09,0,0,0,0,0,0,312.89,554.4,215.596,575.032,0,0,0,0,0,0,0,0,0,0,0,0,bowing
0,0,433.57,666.48,510.27,666.365,510.257,748.97,501.332,807.803,348.264,669.359,327.629,784.183,333.474,855.05,433.488,837.387,480.681,837.349,442.474,928.776,430.703,1028.95,386.394,837.427,386.481,928.658,389.346,1031.77,0,0,0,0,507.41,592.745,404.134,557.4,392.402,1043.59,383.472,1043.53,389.55,1046.45,418.97,1040.64,436.63,1040.66,427.706,1046.37,bowing
477.862,324.627,548.592,480.788,604.623,460.246,0,0,0,0,480.735,504.459,407.067,622.251,339.441,716.508,463.131,760.67,513.228,763.626,439.528,949.355,418.964,1076.12,415.985,757.742,386.403,964.093,0,0,0,0,501.359,306.989,0,0,572.036,342.433,0,0,0,0,0,0,0,0,0,0,0,0,bowing
0,0,200.976,663.511,286.352,639.925,345.217,769.62,0,0,124.27,692.94,136.011,796.063,0,0,298.197,910.999,362.936,881.496,412.926,999.494,0,0,245.094,943.411,292.157,1022.96,368.856,1031.79,0,0,0,0,224.495,601.525,0,0,380.62,1046.49,0,0,386.57,1025.96,0,0,0,0,0,0,bowing
0,0,436.697,678.207,524.9,675.226,507.363,769.591,0,0,362.817,681.188,330.505,810.727,318.7,869.738,433.534,863.911,480.839,863.932,457.264,943.388,433.571,1046.39,383.582,866.781,383.489,952.223,389.417,1005.27,0,0,0,0,510.282,601.691,410.175,572.091,0,0,0,0,0,0,418.918,1046.59,433.661,1049.45,430.602,1049.52,bowing
0,0,339.322,501.336,457.205,516.125,457.199,698.829,439.585,816.696,218.444,483.631,192.012,675.292,192.001,784.31,295.26,790.233,363.026,801.936,339.245,972.902,315.824,1076.11,233.298,787.247,259.817,955.197,271.534,1076.11,0,0,0,0,410.192,339.285,233.293,324.659,0,0,0,0,277.488,1076.13,0,0,0,0,0,0,bowing
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612.607,317.648,610.058,337.255,606.082,352.886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608.709,355.507,608.683,355.503,604.808,354.215,bowing
0,0,171.293,595.714,271.713,551.446,339.205,666.411,0,0,59.4472,642.778,127.203,766.533,0,0,289.178,857.934,342.246,831.458,359.943,884.562,410.145,996.401,221.521,887.46,303.964,931.678,365.868,1025.95,0,0,0,0,174.47,451.279,56.4871,504.426,380.538,1028.89,362.881,1034.78,380.591,1037.66,374.745,975.77,380.601,972.9,418.864,1005.36,bowing
0,0,7.82656,601.565,0,0,0,0,0,0,7.83114,645.808,38.9216,719.575,103.641,834.28,174.329,675.304,200.901,648.734,200.826,857.973,174.212,975.681,147.87,704.709,150.87,860.991,130.246,1002.47,0,0,0,0,0,0,0,0,83.1412,978.784,82.9657,996.365,141.932,1023,106.668,952.281,118.327,952.189,177.373,990.597,bowing
0,0,527.815,533.902,604.626,548.545,0,0,0,0,430.703,527.947,374.705,672.339,354.034,775.481,498.423,790.243,554.433,796.071,483.697,943.444,454.166,1076.09,436.535,790.188,418.872,934.639,404.155,1076.09,0,0,0,0,604.604,418.932,480.916,383.483,0,0,0,0,0,0,0,0,0,0,454.214,1076.11,bowing
0,0,38.8857,554.348,133.086,580.962,177.432,772.53,165.492,807.908,7.8174,530.924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.203,451.37,7.78844,410.064,0,0,0,0,0,0,0,0,0,0,0,0,bowing
477.858,318.639,551.502,477.851,604.632,457.216,0,0,0,0,480.87,504.416,410.041,622.279,339.411,719.415,466.089,760.649,519.127,760.743,439.62,940.485,421.907,1076.12,418.98,754.826,386.605,961.154,0,0,0,0,504.241,298.124,0,0,572.102,342.17,0,0,0,0,0,0,0,0,0,0,0,0,bowing
0,0,47.6397,495.548,100.607,471.962,0,0,0,0,7.79992,516.202,29.8936,672.262,44.7443,807.871,147.871,713.561,183.214,693.002,133.089,854.936,136.029,993.499,109.5,728.323,85.933,872.645,106.591,1022.96,0,0,0,0,0,0,0,0,59.444,1008.23,59.4058,1020.05,124.155,1034.76,83.0587,981.674,0,0,150.612,1005.37,bowing
85.9012,342.296,271.517,380.593,315.815,351.139,0,0,0,0,224.535,407.114,277.448,598.66,301.119,781.325,371.749,648.722,404.217,628.089,362.861,834.372,345.221,972.849,348.158,666.437,336.395,858.04,339.322,1005.36,0,0,85.9834,312.791,0,0,156.756,271.684,265.738,1005.31,271.532,1020.05,348.271,1023.03,283.356,955.258,292.263,952.3,365.899,978.934,bowing
0,0,451.376,669.429,516.155,672.382,513.165,763.598,0,0,383.503,666.464,342.324,760.739,357.08,675.325,436.592,863.867,483.709,863.88,460.251,958.224,436.553,1052.49,389.456,863.84,389.492,961.12,398.296,1049.52,0,0,0,0,507.331,604.51,413.133,575.009,407,1052.43,0,0,401.267,1052.44,433.748,1055.45,439.549,1076.04,433.584,1061.33,bowing
410.117,345.313,522.046,457.288,604.579,454.18,0,0,0,0,439.547,466.075,389.362,636.926,345.349,763.546,510.299,766.549,572.102,760.731,477.906,949.34,436.48,1076.1,460.223,769.583,413.152,969.935,0,0,0,0,418.939,318.808,0,0,489.696,318.82,0,0,0,0,0,0,0,0,0,0,436.52,1076.13,bowing
0,0,336.343,501.448,454.232,513.175,457.11,695.845,436.664,816.776,212.685,483.841,177.416,692.9,183.202,781.32,295.106,790.184,362.912,799.052,339.221,964.067,315.825,1076.11,227.411,784.33,256.812,952.341,268.628,1076.1,0,0,0,0,410.124,336.32,239.177,315.87,0,0,0,0,271.614,1076.13,0,0,0,0,0,0,bowing
0,0,333.449,651.77,421.889,628.232,430.658,746.021,0,0,242.113,675.372,224.473,834.297,274.501,878.551,365.802,919.805,424.829,913.97,342.442,1025.89,0,0,312.879,928.627,295.254,1076.06,0,0,0,0,0,0,342.381,525.036,256.877,530.958,0,0,0,0,0,0,0,0,0,0,0,0,bowing
0,0,80.0365,489.646,130.273,477.783,0,0,0,0,21.0969,510.249,7.78174,660.528,7.7851,810.787,118.344,716.539,156.63,698.85,124.148,857.857,130.284,999.4,80.1146,734.167,77.1317,881.652,103.518,1031.77,0,0,0,0,79.9221,392.378,7.79375,386.405,53.4576,1020.01,56.3507,1026.03,109.638,1046.54,83.064,984.695,0,0,141.924,1017.04,bowing
0,0,197.841,695.864,289.203,666.329,360,796.078,0,0,115.42,737.121,0,0,0,0,304.019,925.72,360.012,875.612,427.785,1002.31,0,0,248.096,958.154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bowing
171.305,244.957,309.869,371.805,342.38,345.217,0,0,0,0,271.517,404.189,268.606,604.557,253.946,766.537,342.206,663.448,365.975,645.794,345.337,834.435,345.354,975.739,315.859,675.304,315.778,860.898,339.316,1017.12,0,0,177.18,218.588,0,0,242.079,221.502,265.639,1014.16,268.709,1025.89,351.189,1026.02,283.331,966.93,292.202,958.168,365.897,981.738,bowing
0,0,528.008,539.721,604.634,551.375,0,0,0,0,433.674,530.911,380.613,678.263,362.841,787.119,501.343,796.136,554.501,804.881,483.857,955.117,454.328,1076.1,436.686,796.122,424.813,940.469,404.123,1076.08,0,0,0,0,604.606,418.892,480.911,386.498,365.962,1037.67,365.762,1046.56,0,0,442.454,1076.08,0,0,0,0,bowing
